productId,productDisplayName,etsySku,templateId,templateName,templateFormat,templateCategory,canvaDesignTitle,buildStatus,canvaTemplateUrl,importStatus,owner,priority,notes
combo-bundle,Complete Med Spa Digital Bundle — IV + Weight Loss + Social,NPA-CB-001,cb-wl-guide,What to Expect: Your GLP-1 Journey,8.5x11,education,,link_ready,https://www.canva.com/api/design/eyJhbGciOiJkaXIiLCJlbmMiOiJBMjU2R0NNIiwiZXhwaXJ5IjoxNzc3NTI2OTI1NTM3fQ..xT6NJgU1XGBQkeFG.TTMvJdhj0387kus6vizMwGytbfOeFOrgwRm19oQKGr_nREez7N0XY_4jsAD2botSCpo4cTgFPTyVtCzA2EdAUMQAukR6wLxKaAcfWgxqP5EErhg.pGpLZuhttfGst5m35DD9pw/edit?utm_source=OC-AZ06epE9RQFJ&utm_medium=referral&utm_term=195d9988-70d1-44b0-a6f5-da5863320342&utm_campaign=public_api_list_design_clicked_hyperlink,ready_to_import,,,auto-filled from Canva API
combo-bundle,Complete Med Spa Digital Bundle — IV + Weight Loss + Social,NPA-CB-001,cb-wl-intake,GLP-1 Patient Intake Form,8.5x11,forms,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
complete-injector-bundle,Complete Injector Bundle,NPA-INJ-001,inj-beforeafter-01,Before and After Policy Card,1080x1080,social,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
complete-injector-bundle,Complete Injector Bundle,NPA-INJ-001,inj-botox-01,Botox Education Spotlight,1080x1080,social,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
complete-injector-bundle,Complete Injector Bundle,NPA-INJ-001,inj-consult-01,Injectables Consultation CTA,1080x1080,marketing,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
complete-injector-bundle,Complete Injector Bundle,NPA-INJ-001,inj-crosssell-01,Botox + Filler Combo Value Post,1080x1080,marketing,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
complete-injector-bundle,Complete Injector Bundle,NPA-INJ-001,inj-cta-01,Book Your Injector Appointment,1080x1080,marketing,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
complete-injector-bundle,Complete Injector Bundle,NPA-INJ-001,inj-filler-01,Filler Education Spotlight,1080x1080,social,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
complete-injector-bundle,Complete Injector Bundle,NPA-INJ-001,inj-membership-01,Injectables Membership Highlight,1080x1080,marketing,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
complete-injector-bundle,Complete Injector Bundle,NPA-INJ-001,inj-myth-01,Injectables Myth vs Fact Carousel Cover,1080x1080,social,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
complete-injector-bundle,Complete Injector Bundle,NPA-INJ-001,inj-overview-01,Complete Injector Service Menu,1080x1080,social,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
complete-injector-bundle,Complete Injector Bundle,NPA-INJ-001,inj-promo-01,New Patient Injectables Offer,1080x1080,marketing,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
filler-consent-bundle,Dermal Filler Consent + Pre/Post Care Bundle,NPA-FLR-001,flr-consent-form,Dermal Filler Informed Consent Form,8.5x11,forms,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
filler-consent-bundle,Dermal Filler Consent + Pre/Post Care Bundle,NPA-FLR-001,flr-consultation-form,Dermal Filler Consultation & Medical History Form,8.5x11,forms,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
filler-consent-bundle,Dermal Filler Consent + Pre/Post Care Bundle,NPA-FLR-001,flr-dissolving-consent,Hyaluronidase Dissolution Consent Form,8.5x11,forms,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
filler-consent-bundle,Dermal Filler Consent + Pre/Post Care Bundle,NPA-FLR-001,flr-photo-release,Before/After Photography Consent,8.5x11,forms,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
filler-consent-bundle,Dermal Filler Consent + Pre/Post Care Bundle,NPA-FLR-001,flr-postcare,Post-Treatment Aftercare Instructions — Dermal Filler,8.5x11,education,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
filler-consent-bundle,Dermal Filler Consent + Pre/Post Care Bundle,NPA-FLR-001,flr-precare,Pre-Treatment Instructions — Dermal Filler,8.5x11,education,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
filler-consent-bundle,Dermal Filler Consent + Pre/Post Care Bundle,NPA-FLR-001,flr-treatment-record,Filler Treatment Record & Product Log,8.5x11,clinical-record,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
filler-social-bundle,Filler Social Media Bundle,NPA-FSX-001,fsx-consult-01,Filler Consultation Prep,1080x1080,social,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
filler-social-bundle,Filler Social Media Bundle,NPA-FSX-001,fsx-cta-01,Book Your Filler Consultation,1080x1080,marketing,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
filler-social-bundle,Filler Social Media Bundle,NPA-FSX-001,fsx-ed-01,Dermal Filler Basics,1080x1080,social,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
filler-social-bundle,Filler Social Media Bundle,NPA-FSX-001,fsx-ed-02,Lip Filler Expectations,1080x1080,social,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
filler-social-bundle,Filler Social Media Bundle,NPA-FSX-001,fsx-ed-03,Cheek and Chin Balancing Guide,1080x1080,social,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
filler-social-bundle,Filler Social Media Bundle,NPA-FSX-001,fsx-myth-01,Myth vs Fact: Filler Migration,1080x1080,social,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
filler-social-bundle,Filler Social Media Bundle,NPA-FSX-001,fsx-myth-02,Myth vs Fact: Filler Looks Fake,1080x1080,social,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
filler-social-bundle,Filler Social Media Bundle,NPA-FSX-001,fsx-promo-01,Signature Lip Day Promo,1080x1080,marketing,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
filler-social-bundle,Filler Social Media Bundle,NPA-FSX-001,fsx-promo-02,Bundle and Save Filler Packages,1080x1080,marketing,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
filler-social-bundle,Filler Social Media Bundle,NPA-FSX-001,fsx-safety-01,Safety First: Who Is a Candidate?,1080x1080,social,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
glp1-story-templates,GLP-1 Story Templates,NPA-GLS-001,gls-consult-01,GLP-1 Consultation Story CTA,1080x1920,marketing,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
glp1-story-templates,GLP-1 Story Templates,NPA-GLS-001,gls-cta-01,Book Weight Loss Consult Story,1080x1920,marketing,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
glp1-story-templates,GLP-1 Story Templates,NPA-GLS-001,gls-how-01,How GLP-1 Works Story,1080x1920,social,,link_ready,https://www.canva.com/api/design/eyJhbGciOiJkaXIiLCJlbmMiOiJBMjU2R0NNIiwiZXhwaXJ5IjoxNzc3NTI2OTI1NTM3fQ..cjHZxldTC0GdAM0N.I5YvgNP81nEw9Z7lxHdpQhvcdPURzwcEouaYdRacErdxZPwz9xoCftYaNxegnyhX_qjEVXHiRsDW-g9GI8TuD-HmG-ZcjfQDA0kVdGEqI5MSoww.iyV2isPB9IDPOPQ74WCofQ/edit?utm_source=OC-AZ06epE9RQFJ&utm_medium=referral&utm_term=b5d56c5e-f828-40a3-999f-92da35bdc2fa&utm_campaign=public_api_list_design_clicked_hyperlink,ready_to_import,,,auto-filled from Canva API
glp1-story-templates,GLP-1 Story Templates,NPA-GLS-001,gls-how-02,Week 1 Expectations Story,1080x1920,social,,link_ready,https://www.canva.com/api/design/eyJhbGciOiJkaXIiLCJlbmMiOiJBMjU2R0NNIiwiZXhwaXJ5IjoxNzc3NTI2OTI1NTM3fQ..5TMqCdv9_I1GY6Ck.OclLScMhlN7-Hn5nL43q8UL_vz-M_MW7AY_-Fn30SvtlJjXex1LLJ-nSzZpmY8_b3lAc1vOusTJeDNsUKnMg4VOQ1iG9fTCnsdiZzxgu54CPzKs.bQC8-l-CWzZQnwUiy_T1mA/edit?utm_source=OC-AZ06epE9RQFJ&utm_medium=referral&utm_term=46c8b882-e729-435a-9657-18e232030cc0&utm_campaign=public_api_list_design_clicked_hyperlink,ready_to_import,,,auto-filled from Canva API
glp1-story-templates,GLP-1 Story Templates,NPA-GLS-001,gls-milestone-01,Progress Milestone Celebration Story,1080x1920,social,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
glp1-story-templates,GLP-1 Story Templates,NPA-GLS-001,gls-myth-01,GLP-1 Myth vs Fact Story,1080x1920,social,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
glp1-story-templates,GLP-1 Story Templates,NPA-GLS-001,gls-myth-02,Weight Loss Timeline Reality Story,1080x1920,social,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
glp1-story-templates,GLP-1 Story Templates,NPA-GLS-001,gls-promo-01,Program Offer Story,1080x1920,marketing,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
glp1-story-templates,GLP-1 Story Templates,NPA-GLS-001,gls-support-01,Side Effect Support Story,1080x1920,social,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
glp1-story-templates,GLP-1 Story Templates,NPA-GLS-001,gls-support-02,Hydration and Protein Reminder Story,1080x1920,social,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
iv-story-templates,IV Therapy Story Templates,NPA-IVS-001,ivs-cta-01,Book IV Session Story CTA,1080x1920,marketing,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
iv-story-templates,IV Therapy Story Templates,NPA-IVS-001,ivs-edu-01,How IV Therapy Works Story,1080x1920,social,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
iv-story-templates,IV Therapy Story Templates,NPA-IVS-001,ivs-edu-02,Who Is a Good Candidate? Story,1080x1920,social,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
iv-story-templates,IV Therapy Story Templates,NPA-IVS-001,ivs-faq-01,IV FAQ: How Long Does It Take?,1080x1920,social,,link_ready,https://www.canva.com/api/design/eyJhbGciOiJkaXIiLCJlbmMiOiJBMjU2R0NNIiwiZXhwaXJ5IjoxNzc3NTI2OTI1NTM3fQ..cjHZxldTC0GdAM0N.I5YvgNP81nEw9Z7lxHdpQhvcdPURzwcEouaYdRacErdxZPwz9xoCftYaNxegnyhX_qjEVXHiRsDW-g9GI8TuD-HmG-ZcjfQDA0kVdGEqI5MSoww.iyV2isPB9IDPOPQ74WCofQ/edit?utm_source=OC-AZ06epE9RQFJ&utm_medium=referral&utm_term=b5d56c5e-f828-40a3-999f-92da35bdc2fa&utm_campaign=public_api_list_design_clicked_hyperlink,ready_to_import,,,auto-filled from Canva API
iv-story-templates,IV Therapy Story Templates,NPA-IVS-001,ivs-faq-02,IV FAQ: How Often Should I Come?,1080x1920,social,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
iv-story-templates,IV Therapy Story Templates,NPA-IVS-001,ivs-promo-01,IV Promo Story,1080x1920,marketing,,link_ready,https://www.canva.com/api/design/eyJhbGciOiJkaXIiLCJlbmMiOiJBMjU2R0NNIiwiZXhwaXJ5IjoxNzc3NTI2OTI1NTM3fQ..X3tcIJH_1Z1mFXTc.f_pt_HoUlXqEDSnxa8TVHTy08lxofEfvHUz6e50oZud_kZPnOC6HIiUwFPSWE6C2jKOH00MDkAENVE3Ja0VgzlKlsMPUPVbIpVFlzuJ_IE5tYP4.lUoz2IbOGQ00aQMb3b3aWQ/edit?utm_source=OC-AZ06epE9RQFJ&utm_medium=referral&utm_term=4caf62a4-c44f-471f-bdf7-e9621e85893c&utm_campaign=public_api_list_design_clicked_hyperlink,ready_to_import,,,auto-filled from Canva API
iv-story-templates,IV Therapy Story Templates,NPA-IVS-001,ivs-promo-02,Limited Slots Story,1080x1920,marketing,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
iv-story-templates,IV Therapy Story Templates,NPA-IVS-001,ivs-spot-01,Hydration Drip Spotlight Story,1080x1920,social,,link_ready,https://www.canva.com/api/design/eyJhbGciOiJkaXIiLCJlbmMiOiJBMjU2R0NNIiwiZXhwaXJ5IjoxNzc3NTI2OTI1NTM3fQ..zL9CciFK9ev2k16f.FIk8htznSRzEQMqK0FWH9kdBCwLjgGKwvgEPSrVbb25I51roGuQ8gTfMEh8baTT0MKvCFwPzPdc2ZYbRTVxUQBfO7ktEZ-RRqJSoaxIfON6bCC4.rSTsBDw0Mcj_m5m4ycx-9w/edit?utm_source=OC-AZ06epE9RQFJ&utm_medium=referral&utm_term=74a7ff54-4111-499a-bc14-2c270205a1e9&utm_campaign=public_api_list_design_clicked_hyperlink,ready_to_import,,,auto-filled from Canva API
iv-story-templates,IV Therapy Story Templates,NPA-IVS-001,ivs-spot-02,Immunity Drip Spotlight Story,1080x1920,social,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
iv-story-templates,IV Therapy Story Templates,NPA-IVS-001,ivs-spot-03,Beauty Drip Spotlight Story,1080x1920,social,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
lash-aftercare-kit,Lash Extension & Lash Lift Client Education Kit,NPA-LSH-001,lsh-aftercare-extensions,Lash Extension Aftercare Instructions,8.5x11,education,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
lash-aftercare-kit,Lash Extension & Lash Lift Client Education Kit,NPA-LSH-001,lsh-aftercare-lift,Lash Lift Aftercare Instructions,8.5x11,education,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
lash-aftercare-kit,Lash Extension & Lash Lift Client Education Kit,NPA-LSH-001,lsh-allergy-waiver,Patch Test Waiver & Allergy Release,8.5x11,forms,,link_ready,https://www.canva.com/api/design/eyJhbGciOiJkaXIiLCJlbmMiOiJBMjU2R0NNIiwiZXhwaXJ5IjoxNzc3NTI2OTI1NTM4fQ..quQPBk0jP3hsOEO9.m4klEpdyCl5wNKlUzyuIvw8cybmk53Xe3xvSNcajkKJYtsA1-NWXUaJxhYEVQ7VY-QZyEc9tMfc6mVyR4umWlTE8N5HcaSmyQPVRPXb7LffVjNI.9fRTkh_pADniULZgH3Eq-A/edit?utm_source=OC-AZ06epE9RQFJ&utm_medium=referral&utm_term=8adc6fb9-01a6-4928-907d-6e8cf9aee8a8&utm_campaign=public_api_list_design_clicked_hyperlink,ready_to_import,,,auto-filled from Canva API
lash-aftercare-kit,Lash Extension & Lash Lift Client Education Kit,NPA-LSH-001,lsh-extension-consent,Lash Extension Consent Form,8.5x11,forms,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
lash-aftercare-kit,Lash Extension & Lash Lift Client Education Kit,NPA-LSH-001,lsh-intake-form,Lash Client Intake & Health History Form,8.5x11,forms,,link_ready,https://www.canva.com/api/design/eyJhbGciOiJkaXIiLCJlbmMiOiJBMjU2R0NNIiwiZXhwaXJ5IjoxNzc3NTI2OTI1NTM4fQ..d6cj9E-Jn554WDTL.hfj4tDcPP80QVddpxTlVumRMGJwiN0q5G9evfI2Fwkf-DuHHXvCvuwWsAgrrJ9ggxlug34j6ulAJx_9N6cjX3OipA1NAQSxN2-os4jZacdOd8tM.JXF-pOR6L-HxLC3hcnnFbg/edit?utm_source=OC-AZ06epE9RQFJ&utm_medium=referral&utm_term=28a3e55e-38a4-4c17-ad40-dc014e1f6fe0&utm_campaign=public_api_list_design_clicked_hyperlink,ready_to_import,,,auto-filled from Canva API
lash-aftercare-kit,Lash Extension & Lash Lift Client Education Kit,NPA-LSH-001,lsh-lift-consent,Lash Lift & Tint Consent Form,8.5x11,forms,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
lash-aftercare-kit,Lash Extension & Lash Lift Client Education Kit,NPA-LSH-001,lsh-rebook-card,Rebooking Reminder Card,3.5x2,marketing,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
medspa-promo-pack,Med Spa Promo Templates Pack,NPA-PRM-001,prm-consult-01,Free Consultation CTA,1080x1080,marketing,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
medspa-promo-pack,Med Spa Promo Templates Pack,NPA-PRM-001,prm-cta-01,Book Now Action Post,1080x1080,marketing,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
medspa-promo-pack,Med Spa Promo Templates Pack,NPA-PRM-001,prm-membership-01,Membership Savings Promo,1080x1080,marketing,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
medspa-promo-pack,Med Spa Promo Templates Pack,NPA-PRM-001,prm-offer-01,New Patient Offer Graphic,1080x1080,marketing,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
medspa-promo-pack,Med Spa Promo Templates Pack,NPA-PRM-001,prm-offer-02,Flash Sale Announcement,1080x1080,marketing,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
medspa-promo-pack,Med Spa Promo Templates Pack,NPA-PRM-001,prm-offer-03,BOGO or Package Offer,1080x1080,marketing,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
medspa-promo-pack,Med Spa Promo Templates Pack,NPA-PRM-001,prm-referral-01,Referral Reward Graphic,1080x1080,marketing,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
medspa-promo-pack,Med Spa Promo Templates Pack,NPA-PRM-001,prm-seasonal-01,Seasonal Offer Spotlight,1080x1080,marketing,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
medspa-promo-pack,Med Spa Promo Templates Pack,NPA-PRM-001,prm-urgency-01,Limited Appointments This Week,1080x1080,marketing,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
medspa-promo-pack,Med Spa Promo Templates Pack,NPA-PRM-001,prm-urgency-02,Last Chance Promo Reminder,1080x1080,marketing,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
myths-facts-injectors,Myths vs Facts for Injectors,NPA-MVF-001,mvf-btx-01,Botox Myth vs Fact #1,1080x1080,social,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
myths-facts-injectors,Myths vs Facts for Injectors,NPA-MVF-001,mvf-btx-02,Botox Myth vs Fact #2,1080x1080,social,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
myths-facts-injectors,Myths vs Facts for Injectors,NPA-MVF-001,mvf-consult-01,Consultation Myth vs Fact,1080x1080,social,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
myths-facts-injectors,Myths vs Facts for Injectors,NPA-MVF-001,mvf-engage-01,Ask Us Anything Prompt,1080x1080,social,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
myths-facts-injectors,Myths vs Facts for Injectors,NPA-MVF-001,mvf-flr-01,Filler Myth vs Fact #1,1080x1080,social,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
myths-facts-injectors,Myths vs Facts for Injectors,NPA-MVF-001,mvf-flr-02,Filler Myth vs Fact #2,1080x1080,social,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
myths-facts-injectors,Myths vs Facts for Injectors,NPA-MVF-001,mvf-glp1-01,GLP-1 Myth vs Fact,1080x1080,social,,not_started,PLACEHOLDER_CANVA_URL,not_imported,,,
